"filename", "language", "Go", "comment", "blank", "total"
"/home/crystal9210/Go_util_templates/redis_db/aof.go", "Go", 50, 0, 12, 62
"/home/crystal9210/Go_util_templates/redis_db/handler.go", "Go", 108, 0, 28, 136
"/home/crystal9210/Go_util_templates/redis_db/main.go", "Go", 54, 0, 18, 72
"/home/crystal9210/Go_util_templates/redis_db/resp.go", "Go", 158, 0, 34, 192
"Total", "-", 370, 0, 92, 462
